title,budget,genres,original_language,popularity,production_companies,production_countries,release_date,revenue,vote_average,vote_count,director
Law Abiding Citizen,53000000,"['Drama', 'Crime', 'Thriller']",en,49.593978,"['Film Department, The', 'Evil Twins', 'Warp Films']",['United States of America'],2009-10-15,126690726,7.2,1486,F. Gary Gray
Grindhouse,67000000,"['Thriller', 'Action', 'Horror']",en,16.637642,"['Big Talk Productions', 'Yer Dead Productions', 'Weinstein Company, The', 'Dimension Films', 'Troublemaker Studios', 'Dartmouth International', 'Eyetronics', 'Rodriguez International Pictures']",['United States of America'],2007-04-06,25037897,6.8,459,Robert Rodriguez
Catch Me If You Can,52000000,"['Drama', 'Crime']",en,73.944049,"['Kemp Company', 'Splendid Pictures', 'Parkes/MacDonald Productions']",['United States of America'],2002-12-25,352114312,7.7,3795,Steven Spielberg
Zero Dark Thirty,40000000,"['Thriller', 'Drama', 'History']",en,38.306954,"['Columbia Pictures', 'Annapurna Pictures', 'First Light Production']",['United States of America'],2012-12-19,132820716,6.7,1702,Kathryn Bigelow
The Break-Up,52000000,"['Romance', 'Comedy']",en,26.251217,"['Universal Pictures', 'Mosaic Media Group', 'Wild West Picture Show Productions']",['United States of America'],2006-06-01,204999686,5.6,832,Peyton Reed
Mamma Mia!,52000000,"['Comedy', 'Romance']",en,30.780599,"['Universal Pictures', 'Internationale Filmproduktion Richter', 'Playtone', 'Relativity Media', 'Littlestar']","['Germany', 'United Kingdom', 'United States of America']",2008-07-03,609841637,6.4,1386,Phyllida Lloyd
Valentine's Day,52000000,"['Comedy', 'Romance']",en,25.41929,"['New Line Cinema', 'Karz Entertainment', 'Rice Films']",['United States of America'],2010-02-10,216485654,5.7,1013,Garry Marshall
The Dukes of Hazzard,50000000,"['Action', 'Adventure', 'Comedy']",en,15.98212,"['Village Roadshow Pictures', 'Gerber Pictures', 'Warner Bros.', 'WV Films III']",['United States of America'],2005-08-05,110803676,5.1,316,Jay Chandrasekhar
The Thin Red Line,52000000,"['Drama', 'History', 'War']",en,40.072583,"['Fox 2000 Pictures', 'Phoenix Pictures', 'Geisler-Roberdeau']","['Canada', 'United States of America']",1998-12-25,98126565,7.2,771,Terrence Malick
The Change-Up,52000000,['Comedy'],en,32.015477,"['Universal Pictures', 'Original Film', 'Relativity Media', 'Big Kid Pictures']",['United States of America'],2011-08-05,75450437,5.9,736,David Dobkin
Man on the Moon,82000000,"['Comedy', 'Drama', 'Romance']",en,24.444186,['Mutual Film Company'],['United States of America'],1999-12-22,47434430,6.9,435,Miloš Forman
Casino,52000000,"['Drama', 'Crime']",en,40.06688,"['Universal Pictures', 'Légende Entreprises', 'Syalis DA', 'De Fina-Cappa']","['France', 'United States of America']",1995-11-22,116112375,7.8,1307,Martin Scorsese
From Paris with Love,52000000,"['Action', 'Crime', 'Thriller']",en,27.916284,"['Apipoulaï', 'M6 Films', 'Canal+', 'TPS Star', 'Grive Productions', 'EuropaCorp', 'M6', 'W9']","['United Kingdom', 'France']",2010-02-05,52826594,6.1,675,Pierre Morel
"Me, Myself & Irene",51000000,['Comedy'],en,39.001682,"['Twentieth Century Fox Film Corporation', 'Conundrum Entertainment']",['United States of America'],2000-06-22,149270999,6.1,927,Bobby Farrelly
Barnyard,51000000,"['Animation', 'Comedy', 'Family']",en,10.430832,"['Paramount Pictures', 'Nickelodeon Movies', 'Paramount Animation']","['Germany', 'United States of America']",2006-08-04,72779000,5.3,225,Steve Oedekerk
The Twilight Saga: New Moon,50000000,"['Adventure', 'Fantasy', 'Drama', 'Romance']",en,94.815867,"['Summit Entertainment', 'Maverick Films', 'Imprint Entertainment', 'Sunswept Entertainment', 'Temple Hill Entertainment']",['United States of America'],2009-03-15,709827462,5.6,2436,Chris Weitz
Shrek,60000000,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",en,67.298732,"['DreamWorks SKG', 'Pacific Data Images (PDI)', 'DreamWorks Animation']",['United States of America'],2001-05-16,484409218,7.3,4056,Andrew Adamson
The Adjustment Bureau,50200000,"['Science Fiction', 'Thriller', 'Romance']",en,26.60772,"['Universal Pictures', 'Media Rights Capital', 'Gambit Pictures', 'Electric Shepherd Productions']",['United States of America'],2011-03-03,127869379,6.5,1652,George Nolfi
Robin Hood: Prince of Thieves,48000000,['Adventure'],en,28.803729,"['Warner Bros.', 'Morgan Creek Productions']",['United States of America'],1991-06-14,390493908,6.6,909,Kevin Reynolds
Jerry Maguire,50000000,"['Comedy', 'Drama', 'Romance']",en,27.039636,"['Gracie Films', 'TriStar Pictures']",['United States of America'],1996-12-06,273552592,6.7,913,Cameron Crowe
Ted,50000000,"['Comedy', 'Fantasy']",en,68.87691,"['Universal Pictures', 'Media Rights Capital', 'Fuzzy Door Productions']",['United States of America'],2012-06-29,549368315,6.3,4697,Seth MacFarlane
As Good as It Gets,50000000,"['Comedy', 'Romance']",en,37.885022,"['Gracie Films', 'TriStar Pictures']",['United States of America'],1997-12-19,314178011,7.2,915,James L. Brooks
Patch Adams,50000000,"['Comedy', 'Drama']",en,35.537397,"['Universal Pictures', 'Bungalow 78 Productions', 'Blue Wolf', 'Farrell/Minoff']",['United States of America'],1998-12-25,202292902,7.0,832,Tom Shadyac
Anchorman 2: The Legend Continues,50000000,['Comedy'],en,38.125008,"['Paramount Pictures', 'Gary Sanchez Productions', 'Apatow Productions']",['United States of America'],2013-12-18,173649015,6.0,923,Adam McKay
Mr. Deeds,50000000,"['Comedy', 'Romance']",en,18.121404,"['New Line Cinema', 'Columbia Pictures Corporation', 'Out of the Blue... Entertainment', 'Happy Madison Productions']",['United States of America'],2002-06-28,171269535,5.6,644,Steven Brill
Super 8,50000000,"['Thriller', 'Science Fiction', 'Mystery']",en,37.069253,"['Paramount Pictures', 'Amblin Entertainment', 'Bad Robot', 'K/O Camera Toys']",['United States of America'],2011-06-08,260095987,6.6,2435,J.J. Abrams
Erin Brockovich,52000000,['Drama'],en,30.347332,['Jersey Films'],['United States of America'],2000-03-17,256271286,7.1,716,Steven Soderbergh
How to Lose a Guy in 10 Days,50000000,"['Comedy', 'Romance']",en,23.854701,['Paramount Pictures'],"['Germany', 'United States of America']",2003-02-07,177371441,6.3,850,Donald Petrie
22 Jump Street,50000000,"['Crime', 'Comedy', 'Action']",en,52.380982,"['Columbia Pictures', 'Original Film', 'Media Rights Capital', 'Metro-Goldwyn-Mayer (MGM)', 'Cannell Studios', 'LStar Capital', '33andOut Productions', 'JHF Productions']",['United States of America'],2014-06-05,188441614,7.0,3319,Phil Lord
Interview with the Vampire,60000000,"['Horror', 'Romance']",en,50.163785,['Geffen Pictures'],['United States of America'],1994-11-11,223664608,7.2,1516,Neil Jordan
Yes Man,70000000,['Comedy'],en,43.849351,"['Village Roadshow Pictures', 'The Zanuck Company', 'Heyday films', 'Warner Bros.']",['United States of America'],2008-12-09,225990978,6.4,1813,Peyton Reed
Central Intelligence,50000000,"['Action', 'Comedy']",en,45.318703,"['New Line Cinema', 'Universal Pictures', 'Bluegrass Films', 'Principato-Young Entertainment']",['United States of America'],2016-06-15,216972543,6.2,1650,Rawson Marshall Thurber
Daddy's Home,50000000,['Comedy'],en,38.616744,"['Paramount Pictures', 'Gary Sanchez Productions', 'Red Granite Pictures']",['United States of America'],2015-12-25,242786137,5.8,854,Sean Anders
Into the Woods,50000000,"['Fantasy', 'Comedy', 'Music']",en,65.90161,"['Walt Disney Pictures', 'Marc Platt Productions', 'Lucamar Productions']",['United States of America'],2014-12-25,212902372,5.6,1652,Rob Marshall
Inside Man,45000000,"['Crime', 'Drama', 'Thriller']",en,45.220386,"['Imagine Entertainment', 'Universal Pictures', '40 Acres & A Mule Filmworks']",['United States of America'],2006-03-23,184376254,7.3,1630,Spike Lee
Payback,90000000,"['Drama', 'Action', 'Thriller', 'Crime']",en,17.457947,"['Paramount Pictures', 'Icon Entertainment International']",['United States of America'],1999-02-05,161626121,6.7,548,Brian Helgeland
Congo,50000000,"['Action', 'Adventure', 'Drama', 'Mystery', 'Science Fiction', 'Thriller']",en,10.755847,"['Paramount Pictures', 'Kennedy/Marshall Company, The']",['United States of America'],1995-06-09,152022101,5.0,213,Frank Marshall
We Bought a Zoo,50000000,"['Drama', 'Comedy', 'Family']",en,38.629763,"['Twentieth Century Fox Film Corporation', 'Dune Entertainment', 'Vinyl Films', 'LBI Entertainment']",['United States of America'],2011-12-22,120081841,6.5,909,Cameron Crowe
Knowing,50000000,"['Action', 'Adventure', 'Drama', 'Mystery', 'Science Fiction', 'Thriller']",en,32.693093,"['Summit Entertainment', 'Mystery Clock Cinema', 'Escape Artists', 'Goldcrest Pictures', 'Kaplan/Perrone Entertainment', 'Wintergreen Productions']","['United Kingdom', 'United States of America', 'Australia']",2009-03-19,155446362,5.9,1486,Alex Proyas
Failure to Launch,50000000,['Comedy'],en,18.806031,"['Paramount Pictures', 'Scott Rudin Productions', 'Failure to Launch Productions']",['United States of America'],2006-03-10,88715192,5.5,399,Tom Dey
The Ring Two,50000000,"['Drama', 'Horror', 'Thriller']",en,32.233713,"['DreamWorks', 'BenderSpink', 'Parkes+MacDonald Image Nation']",['United States of America'],2005-03-17,161451538,5.4,632,Hideo Nakata
"Crazy, Stupid, Love.",50000000,"['Comedy', 'Drama', 'Romance']",en,37.990705,['Warner Bros.'],['United States of America'],2011-07-29,142851197,7.0,2443,Glenn Ficarra
Garfield,50000000,"['Animation', 'Comedy', 'Family']",en,17.667826,"['Twentieth Century Fox Film Corporation', 'Davis Entertainment', 'Twentieth Century Fox Animation']",['United States of America'],2004-06-10,200804534,5.2,820,Peter Hewitt
Moneyball,50000000,['Drama'],en,46.180421,"['Columbia Pictures', 'Scott Rudin Productions']",['United States of America'],2011-09-22,110206216,7.0,1381,Bennett Miller
Outbreak,50000000,"['Action', 'Drama', 'Science Fiction', 'Thriller']",en,30.397496,"['Kopelson Entertainment', 'Punch Productions', 'Warner Bros.', 'Arnold Kopelson Productions']",['United States of America'],1995-03-10,189859560,6.3,513,Wolfgang Petersen
Non-Stop,50000000,"['Action', 'Thriller', 'Mystery']",en,83.295796,"['StudioCanal', 'Silver Pictures', 'TF1 Films Production', 'Canal+', 'Anton Capital Entertainment (ACE)', 'TF1', 'LOVEFiLM International']","['France', 'United Kingdom', 'United States of America']",2014-01-26,222809600,6.8,2268,Jaume Collet-Serra
Race to Witch Mountain,50000000,"['Adventure', 'Family', 'Fantasy', 'Science Fiction', 'Thriller', 'Action']",en,23.935053,"['Walt Disney Pictures', 'Gunn Films']",['United States of America'],2009-03-12,106303988,5.5,509,Andy Fickman
V for Vendetta,54000000,"['Action', 'Thriller', 'Fantasy']",en,84.630969,"['Studio Babelsberg', 'DC Comics', 'Virtual Studios', 'Anarchos Productions', 'Silver Pictures', 'Warner Bros.', 'Medienboard Berlin-Brandenburg', 'Fünfte Babelsberg Film']","['Germany', 'United Kingdom', 'United States of America']",2006-03-15,132511035,7.7,4442,James McTeigue
Shanghai Knights,50000000,"['Action', 'Adventure', 'Comedy', 'Western']",en,16.251204,"['Spyglass Entertainment', 'Touchstone Pictures', 'Birnbaum / Barber Productions', 'Jackie Chan Films Limited', 'All Knight Productions']","['Hong Kong', 'United States of America']",2003-02-06,88323487,6.0,692,David Dobkin
Curious George,50000000,"['Adventure', 'Animation', 'Comedy', 'Family']",en,9.894346,"['Imagine Entertainment', 'Universal Pictures', 'Universal Animation Studios']",['United States of America'],2006-02-10,69834815,6.2,106,Matthew O'Callaghan
Herbie Fully Loaded,50000000,"['Comedy', 'Family', 'Adventure', 'Fantasy', 'Romance']",en,12.050755,"['Walt Disney Pictures', 'Robert Simonds Productions']",['United States of America'],2005-06-22,66002004,5.1,542,Angela Robinson
Don't Say a Word,50000000,['Thriller'],en,11.596207,"['Village Roadshow Pictures', 'NPV Entertainment', 'Regency Enterprises', 'Kopelson Entertainment', 'Epsilon Motion Pictures', 'New Regency Pictures', 'Furthur Films']","['Australia', 'United States of America']",2001-09-28,100020092,6.0,220,Gary Fleder
Hansel & Gretel: Witch Hunters,50000000,"['Fantasy', 'Horror', 'Action']",en,53.02787,"['Paramount Pictures', 'Studio Babelsberg', 'MTV Films', 'Gary Sanchez Productions', 'Metro-Goldwyn-Mayer (MGM)', 'Deutsche Filmförderfonds (DFFF)']","['United States of America', 'Germany']",2013-01-17,224803475,5.7,3239,Tommy Wirkola
Unfaithful,50000000,"['Thriller', 'Drama']",en,14.382253,"['Regency Enterprises', 'Fox 2000 Pictures', 'Epsilon Motion Pictures', 'Unfaithful Filmproduktion GmbH & Co. KG']",['United States of America'],2002-05-10,119137784,6.3,276,Adrian Lyne
I Am Number Four,50000000,"['Action', 'Thriller', 'Science Fiction', 'Adventure']",en,43.450266,"['DreamWorks SKG', 'Reliance BIG Entertainment', 'Bay Films', 'Touchstone Pictures']",['United States of America'],2011-02-18,144492830,5.9,1567,D.J. Caruso
Syriana,50000000,"['Drama', 'Thriller']",en,16.871194,"['Section Eight', 'Warner Bros.', 'Participant Media', 'FilmWorks', '4M', 'MID Foundation']",['United States of America'],2005-11-23,94000000,6.3,451,Stephen Gaghan
13 Hours: The Secret Soldiers of Benghazi,50000000,"['Action', 'Drama', 'History', 'Thriller', 'War']",en,42.526529,"['Paramount Pictures', '3 Arts Entertainment', 'Bay Films', 'Latina Pictures', 'Dune Films']","['Malta', 'Morocco', 'United States of America']",2016-01-13,69411370,7.0,938,Michael Bay
The Book of Life,50000000,"['Romance', 'Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']",en,34.890999,"['Twentieth Century Fox Film Corporation', 'Reel FX Creative Studios', 'Twentieth Century Fox Animation', 'Chatrone']","['Mexico', 'United States of America']",2014-10-01,97437106,7.3,755,Jorge R. Gutierrez
Firewall,45000000,['Thriller'],en,18.186026,"['Village Roadshow Pictures', 'Thunder Road Pictures', 'Warner Bros.', 'Beacon Pictures', 'Jon Shestack Productions']","['United States of America', 'Australia']",2006-02-10,82800000,5.6,267,Richard Loncraine
Absolute Power,50000000,"['Crime', 'Drama', 'Thriller']",en,13.576765,"['Columbia Pictures', 'Castle Rock Entertainment', 'Malpaso Productions']",['United States of America'],1997-02-14,50068310,6.4,223,Clint Eastwood
G.I. Jane,50000000,"['Action', 'Drama']",en,19.434672,"['Caravan Pictures', 'Hollywood Pictures', 'First Independent Films', 'Largo Entertainment', 'Scott Free Productions', 'Trap-Two-Zero Productions']",['United States of America'],1997-08-22,48169156,6.0,395,Ridley Scott
The Game,50000000,"['Drama', 'Thriller', 'Mystery']",en,62.925175,"['PolyGram Filmed Entertainment', 'A&B Producoes', 'Popaganda Films']",['United States of America'],1997-09-12,109423648,7.5,1506,David Fincher
Silent Hill,50000000,"['Horror', 'Mystery']",en,32.927994,"['Silent Hill DCP Inc.', 'Davis-Films', 'TriStar Pictures', 'Konami']","['Canada', 'France', 'Japan', 'United States of America']",2006-04-21,97607453,6.3,1067,Christophe Gans
American Reunion,50000000,['Comedy'],en,39.920035,['Universal Pictures'],['United States of America'],2012-04-04,234989584,6.1,1611,Jon Hurwitz
The Negotiator,50000000,"['Action', 'Adventure', 'Crime', 'Drama', 'Mystery', 'Thriller']",en,28.725621,"['Regency Enterprises', 'Warner Bros.']","['Germany', 'United States of America']",1998-07-29,44547681,6.8,582,F. Gary Gray
Into the Storm,50000000,"['Action', 'Thriller']",en,20.566554,"['New Line Cinema', 'Village Roadshow Pictures', 'Broken Road Productions', 'RatPac-Dune Entertainment']",['United States of America'],2014-08-06,160602194,5.8,817,Steven Quale
Beverly Hills Cop III,50000000,"['Action', 'Comedy', 'Crime']",en,20.333953,"['Paramount Pictures', 'Eddie Murphy Productions']",['United States of America'],1994-05-24,119208989,5.5,434,John Landis
Gremlins 2: The New Batch,50000000,"['Comedy', 'Horror', 'Fantasy']",en,33.98637,"['Amblin Entertainment', 'Warner Bros.']",['United States of America'],1990-06-15,41482207,6.2,652,Joe Dante
The Judge,50000000,['Drama'],en,42.472324,"['Village Roadshow Pictures', 'Warner Bros.', 'Big Kid Pictures', 'Team Downey']",['United States of America'],2014-10-08,83719388,7.2,1417,David Dobkin
Resident Evil: Apocalypse,45000000,"['Horror', 'Action', 'Science Fiction']",en,29.880122,"['Impact Pictures', 'Constantin Film Ltd.']","['United Kingdom', 'United States of America', 'Germany', 'France', 'Canada']",2004-09-10,129394835,6.1,1267,Alexander Witt
Bridget Jones: The Edge of Reason,50000000,"['Comedy', 'Romance']",en,28.803802,"['Miramax Films', 'Universal Pictures', 'Studio Canal', 'Working Title Films', 'Atlantic Television', 'Little Bird']","['France', 'Germany', 'Ireland', 'United Kingdom', 'United States of America']",2004-11-10,40203020,6.1,750,Beeban Kidron
Out of Time,50000000,"['Thriller', 'Crime', 'Drama']",en,14.993459,"['Original Film', 'Monarch Pictures', 'Metro-Goldwyn-Mayer (MGM)']",['United States of America'],2003-10-03,55495563,6.1,298,Carl Franklin
On Deadly Ground,50000000,"['Action', 'Thriller']",en,9.114168,['Warner Bros.'],['United States of America'],1994-02-18,49000000,4.5,104,Steven Seagal
The Adventures of Sharkboy and Lavagirl,50000000,"['Adventure', 'Family', 'Science Fiction']",en,12.31101,['Troublemaker Studios'],['United States of America'],2005-06-10,69425966,4.4,269,Robert Rodriguez
The Beach,40000000,"['Drama', 'Adventure', 'Romance', 'Thriller']",en,41.362082,['Figment Films'],"['United Kingdom', 'United States of America']",2000-02-11,144056873,6.3,1233,Danny Boyle
